id,time,qty
==========ETH-USD==========
559930494,1729817266,0.01502296
559930493,1729817264,0.11088271
559930492,1729817264,0.00168269
559930491,1729817264,0.00036832
559930490,1729817263,0.01668716
559930489,1729817263,0.00078582
559930488,1729817262,0.35817
559930487,1729817262,0.69
559930486,1729817261,0.02160876
559930485,1729817258,0.00667915
559930484,1729817257,0.03169735
559930483,1729817257,6.70528388
559930482,1729817257,1.23194849
559930481,1729817257,0.53193384
559930480,1729817257,3.25147704
559930479,1729817257,1.58369554
559930478,1729817257,1.33830346
559930477,1729817257,0.03169722
559930476,1729817256,0.04844019
559930475,1729817256,0.03172591
559930474,1729817255,0.00192708
559930473,1729817253,0.00360773
559930472,1729817252,0.02943773
559930471,1729817252,0.00117141
559930470,1729817252,0.00102584
559930469,1729817252,0.16766838
559930468,1729817252,0.01029143
559930467,1729817252,0.00320638
559930466,1729817252,0.0002565
559930465,1729817252,0.00860762
559930464,1729817252,0.1
559930463,1729817252,0.01467978
559930462,1729817249,0.00346747
559930461,1729817249,0.00030845
559930460,1729817248,0.18692543
559930459,1729817248,0.01029233
559930458,1729817248,0.01891971
559930457,1729817247,0.01815674
559930456,1729817247,0.03166338
559930455,1729817247,0.00217988
559930454,1729817245,0.00392895
559930453,1729817245,0.03530796
559930452,1729817245,2.03802199
559930451,1729817245,0.01029247
559930450,1729817244,0.00039689
559930449,1729817242,0.00517437
559930448,1729817240,0.00548783
559930447,1729817240,0.00335823
559930446,1729817240,0.00432275
559930445,1729817240,0.0125801
559930444,1729817239,0.01628855
559930443,1729817239,0.00693891
559930442,1729817235,0.43672069
559930441,1729817235,1.17327931
559930440,1729817232,0.71556131
559930439,1729817232,1.91610787
559930438,1729817232,0.00102598
559930437,1729817232,0.00356759
559930436,1729817232,0.00468601
559930435,1729817232,0.02320739
559930434,1729817230,1.55278599
559930433,1729817230,2.00822382
559930432,1729817230,0.2
559930431,1729817230,0.77723576
559930430,1729817230,0.70424057
559930429,1729817230,5.86964768
559930428,1729817230,0.08416662
559930427,1729817230,0.00703002
559930426,1729817230,0.00128216
559930425,1729817230,0.0164112
559930424,1729817230,30
559930423,1729817230,0.02926768
559930422,1729817230,0.00000835
559930421,1729817230,0.03712684
559930420,1729817230,0.84365316
559930419,1729817230,0.00221099
559930418,1729817227,0.00027108
559930417,1729817226,0.09752034
559930416,1729817224,0.05305917
559930415,1729817224,0.05907383
559930414,1729817224,0.00727372
559930413,1729817224,0.01977194
559930412,1729817224,0.00097383
559930411,1729817224,0.00020385
559930410,1729817224,0.12991632
559930409,1729817222,0.00420917
559930408,1729817221,0.00114997
559930407,1729817220,0.000385
559930406,1729817219,0.00161211
559930405,1729817219,0.02335694
559930404,1729817218,0.00041678
559930403,1729817217,0.01952155
559930402,1729817216,0.00112145
559930401,1729817211,0.00417248
559930400,1729817211,0.00071607
559930399,1729817211,0.00117145
559930398,1729817209,1.25037857
559930397,1729817207,0.0039
559930396,1729817207,0.09825066
559930395,1729817205,0.03895282
==========ETH-USDC==========
559930496,1729817268,0.03928936
559930495,1729817267,0.00114799
559930494,1729817266,0.01502296
559930493,1729817264,0.11088271
559930492,1729817264,0.00168269
559930491,1729817264,0.00036832
559930490,1729817263,0.01668716
559930489,1729817263,0.00078582
559930488,1729817262,0.35817
559930487,1729817262,0.69
559930486,1729817261,0.02160876
559930485,1729817258,0.00667915
559930484,1729817257,0.03169735
559930483,1729817257,6.70528388
559930482,1729817257,1.23194849
559930481,1729817257,0.53193384
559930480,1729817257,3.25147704
559930479,1729817257,1.58369554
559930478,1729817257,1.33830346
