id,time,qty
==========BTC-USDC==========
705766105,1729819574,0.00005901
705766104,1729819572,0.00138
705766103,1729819572,0.00034145
705766102,1729819571,0.00034144
705766101,1729819569,0.00001467
705766100,1729819569,0.00000266
705766099,1729819568,0.0000318
705766098,1729819568,0.0045
705766097,1729819567,0.00048453
705766096,1729819566,0.00363078
705766095,1729819565,0.00664024
705766094,1729819564,0.01405113
705766093,1729819564,0.00068075
705766092,1729819563,0.00579145
705766091,1729819561,0.00712792
705766090,1729819560,0.00153059
705766089,1729819560,0.00488409
705766088,1729819559,0.00092938
705766087,1729819558,0.00039418
705766086,1729819557,0.15729622
705766085,1729819557,0.29958
705766084,1729819557,0.29340054
705766083,1729819557,0.29340054
705766082,1729819557,0.32990322
705766081,1729819557,0.01
705766080,1729819557,0.02907053
705766079,1729819557,0.0072588
705766078,1729819557,0.00003791
705766077,1729819557,0.028
705766076,1729819556,0.0015577
705766075,1729819556,0.01567609
705766074,1729819556,0.0062859
705766073,1729819556,0.00003801
705766072,1729819553,0.00060329
705766071,1729819553,0.00007712
705766070,1729819553,0.00022488
705766069,1729819552,0.00157228
705766068,1729819552,0.0072795
705766067,1729819552,0.0000381
705766066,1729819552,0.00002038
705766065,1729819552,0.05071733
705766064,1729819551,0.13453204
705766063,1729819551,0.00001468
705766062,1729819551,0.29337644
705766061,1729819551,0.00003762
705766060,1729819551,0.00908
705766059,1729819551,0.00003877
705766058,1729819551,0.0066723
705766057,1729819551,0.06739558
705766056,1729819551,0.0000041
705766055,1729819551,0.00999594
705766054,1729819551,0.00005555
705766053,1729819551,0.00000117
705766052,1729819551,0.00289788
705766051,1729819549,0.00002919
705766050,1729819547,0.00957523
705766049,1729819547,0.00611408
705766048,1729819546,0.00014196
705766047,1729819546,0.00025462
705766046,1729819546,0.00003878
705766045,1729819543,0.00111
705766044,1729819543,0.00066075
705766043,1729819543,0.00054011
705766042,1729819543,0.00035684
705766041,1729819542,0.00139097
705766040,1729819542,0.00002918
705766039,1729819541,0.00051288
705766038,1729819540,0.07450173
705766037,1729819540,0.01960605
705766036,1729819537,0.01033405
705766035,1729819532,0.0002061
705766034,1729819532,0.00000667
705766033,1729819532,0.00000801
705766032,1729819531,0.00029036
705766031,1729819530,0.04608737
705766030,1729819530,0.00029915
705766029,1729819530,0.0013183
705766028,1729819530,0.00029036
705766027,1729819530,0.00239134
705766026,1729819530,0.002
705766025,1729819529,0.05613993
705766024,1729819529,0.00001468
705766023,1729819529,0.02086432
705766022,1729819529,0.109
705766021,1729819529,0.29335019
705766020,1729819529,0.00096197
705766019,1729819529,0.00029036
705766018,1729819529,0.00001468
705766017,1729819529,0.00016557
705766016,1729819529,0.29335019
705766015,1729819529,0.00001468
705766014,1729819528,0.14334698
705766013,1729819528,0.01586708
705766012,1729819528,0.01320594
705766011,1729819528,0.004
705766010,1729819528,0.002
705766009,1729819528,0.002
705766008,1729819528,0.02921406
705766007,1729819528,0.03792544
705766006,1729819528,0.00085779
==========BTC-USD==========
705766110,1729819575,0.07084893
705766109,1729819575,0.00418307
705766108,1729819575,0.00232363
705766107,1729819575,0.00003877
705766106,1729819575,0.01
705766105,1729819574,0.00005901
705766104,1729819572,0.00138
705766103,1729819572,0.00034145
705766102,1729819571,0.00034144
705766101,1729819569,0.00001467
705766100,1729819569,0.00000266
705766099,1729819568,0.0000318
705766098,1729819568,0.0045
705766097,1729819567,0.00048453
705766096,1729819566,0.00363078
705766095,1729819565,0.00664024
705766094,1729819564,0.01405113
705766093,1729819564,0.00068075
705766092,1729819563,0.00579145
705766091,1729819561,0.00712792
705766090,1729819560,0.00153059
705766089,1729819560,0.00488409
705766088,1729819559,0.00092938
705766087,1729819558,0.00039418
705766086,1729819557,0.15729622
705766085,1729819557,0.29958
705766084,1729819557,0.29340054
705766083,1729819557,0.29340054
705766082,1729819557,0.32990322
705766081,1729819557,0.01
705766080,1729819557,0.02907053
705766079,1729819557,0.0072588
705766078,1729819557,0.00003791
705766077,1729819557,0.028
705766076,1729819556,0.0015577
705766075,1729819556,0.01567609
705766074,1729819556,0.0062859
705766073,1729819556,0.00003801
705766072,1729819553,0.00060329
705766071,1729819553,0.00007712
705766070,1729819553,0.00022488
705766069,1729819552,0.00157228
705766068,1729819552,0.0072795
705766067,1729819552,0.0000381
705766066,1729819552,0.00002038
705766065,1729819552,0.05071733
705766064,1729819551,0.13453204
705766063,1729819551,0.00001468
705766062,1729819551,0.29337644
705766061,1729819551,0.00003762
705766060,1729819551,0.00908
705766059,1729819551,0.00003877
705766058,1729819551,0.0066723
705766057,1729819551,0.06739558
705766056,1729819551,0.0000041
705766055,1729819551,0.00999594
705766054,1729819551,0.00005555
705766053,1729819551,0.00000117
705766052,1729819551,0.00289788
705766051,1729819549,0.00002919
705766050,1729819547,0.00957523
705766049,1729819547,0.00611408
705766048,1729819546,0.00014196
705766047,1729819546,0.00025462
705766046,1729819546,0.00003878
705766045,1729819543,0.00111
705766044,1729819543,0.00066075
705766043,1729819543,0.00054011
705766042,1729819543,0.00035684
705766041,1729819542,0.00139097
705766040,1729819542,0.00002918
705766039,1729819541,0.00051288
705766038,1729819540,0.07450173
705766037,1729819540,0.01960605
705766036,1729819537,0.01033405
705766035,1729819532,0.0002061
705766034,1729819532,0.00000667
705766033,1729819532,0.00000801
705766032,1729819531,0.00029036
705766031,1729819530,0.04608737
705766030,1729819530,0.00029915
705766029,1729819530,0.0013183
705766028,1729819530,0.00029036
705766027,1729819530,0.00239134
705766026,1729819530,0.002
705766025,1729819529,0.05613993
705766024,1729819529,0.00001468
705766023,1729819529,0.02086432
705766022,1729819529,0.109
705766021,1729819529,0.29335019
705766020,1729819529,0.00096197
705766019,1729819529,0.00029036
705766018,1729819529,0.00001468
705766017,1729819529,0.00016557
705766016,1729819529,0.29335019
705766015,1729819529,0.00001468
705766014,1729819528,0.14334698
705766013,1729819528,0.01586708
705766012,1729819528,0.01320594
705766011,1729819528,0.004
==========BTC-USDT==========
24583410,1729819578,0.00780499
24583409,1729819557,0.011
24583408,1729819542,0.01999359
24583407,1729819542,0.00000641
24583406,1729819542,0.02325
24583405,1729819528,0.05155865
24583404,1729819528,0.02175315
24583403,1729819456,0.05876703
24583402,1729819405,0.01995878
24583401,1729819405,0.00004122
24583400,1729819122,0.02
24583399,1729819038,0.04
24583398,1729819038,0.02
24583397,1729819038,0.08
24583396,1729819038,0.024
24583395,1729818993,0.02
24583394,1729818993,0.00217849
24583393,1729818993,0.03123511
24583392,1729818993,0.0399859
24583391,1729818993,0.00003848
24583390,1729818984,0.00000146
24583389,1729818984,0.0035437
24583388,1729818977,0.000012
24583387,1729818944,0.00043185
24583386,1729818944,0.02237991
24583385,1729818944,0.00015824
24583384,1729818936,0.08
24583383,1729818936,0.04
24583382,1729818936,0.01520795
24583381,1729818851,0.0015
24583380,1729818832,0.0228217
24583379,1729818832,0.0001583
24583378,1729818814,0.00292
24583377,1729818779,0.02
24583376,1729818779,0.00015835
24583375,1729818678,0.00874001
24583374,1729818652,0.00012029
24583373,1729818652,0.00228972
24583372,1729818652,0.00767029
24583371,1729818643,0.00013662
24583370,1729818641,0.00030042
24583369,1729818641,0.00015898
24583368,1729818639,0.00029594
24583367,1729818639,0.00015898
24583366,1729818634,0.00027683
24583365,1729818634,0.00015898
24583364,1729818631,0.00015902
24583363,1729818625,0.01282559
24583362,1729818625,0.01
24583361,1729818625,0.00015906
24583360,1729818624,0.07343
24583359,1729818624,0.02
24583358,1729818624,0.00015906
